PackNum,O1,O2,T3,T4,,PackNum,O1,O2,T3,T4
56,0.4,0.1581906874,0.06782194884,0.238048399,,56,0.4,0.1592782586,0.06801153947,0.2393347162
57,0.4,0.1605382543,0.06813818754,0.2409464273,,57,0.4,0.161096345,0.06812445462,0.2417879503
58,0.4,0.1599782562,0.06795775219,0.2405638128,,58,0.4,0.1610044107,0.06806380087,0.2418054979
59,0.4,0.1626386286,0.06825262857,0.2438341559,,59,0.4,0.1620256062,0.06804739766,0.2433515962
60,0.4,0.1607144935,0.06790320196,0.241855089,,60,0.4,0.1621678945,0.06807028586,0.2436148106
61,0.4,0.1644014019,0.06833044847,0.2463594879,,61,0.4,0.1621511098,0.06790472784,0.2439833107
62,0.4,0.1622647879,0.06799284744,0.2440779153,,62,0.4,0.1635945927,0.06812712491,0.2456572014
63,0.4,0.1654737143,0.06830870467,0.2479937057,,63,0.4,0.1624978662,0.06783797058,0.244687123
64,0.4,0.1636415135,0.0680405312,0.2459577999,,64,0.4,0.1651406909,0.06820303746,0.2477312543
65,0.4,0.1660489712,0.0682190592,0.2489511957,,65,0.4,0.163463367,0.06787993229,0.2460421048
66,0.4,0.1649648332,0.06810652552,0.2477606275,,66,0.4,0.1668969792,0.06833578905,0.2500360966
67,0.4,0.1661660825,0.0680966073,0.2493597501,,67,0.4,0.1648103378,0.06796309277,0.2478022078
68,0.4,0.1661142026,0.06813475431,0.2493010037,,68,0.4,0.1684251484,0.06840407219,0.2519938011
69,0.4,0.1660886441,0.06796461865,0.2494139189,,69,0.4,0.1662400877,0.06806113058,0.249564981
70,0.4,0.1675031352,0.06822325537,0.251071025,,70,0.4,0.1694348997,0.06842276423,0.2533865484
71,0.4,0.1664678254,0.06795241161,0.2500429631,,71,0.4,0.1675580669,0.06814314665,0.2513025773
72,0.4,0.1687287986,0.06827170207,0.2527182128,,72,0.4,0.169087762,0.06824156593,0.253238538
73,0.4,0.168053978,0.06809393701,0.2520761987,,73,0.4,0.1689241113,0.0682038004,0.2531057864
74,0.4,0.1706414896,0.06843268245,0.2551310111,,74,0.4,0.1696946809,0.06818930453,0.2541342298
75,0.4,0.168627709,0.06809050378,0.2528559235,,75,0.4,0.1699174594,0.068234318,0.2543982071
76,0.4,0.172084591,0.06848723267,0.2570360728,,76,0.4,0.169655008,0.06805044942,0.2543707412
77,0.4,0.1699968052,0.06816069428,0.2547155902,,77,0.4,0.171223613,0.06829764204,0.25619722
78,0.4,0.1728906373,0.06845251889,0.2582727988,,78,0.4,0.1700090122,0.06802069475,0.2550333548
79,0.4,0.1712224686,0.06822974036,0.2564180912,,79,0.4,0.1726670958,0.06839148368,0.2581694204
80,0.4,0.1730897647,0.06834341845,0.2588347042,,80,0.4,0.1708352764,0.06805807882,0.2562502444
81,0.4,0.1722921107,0.06826102091,0.257926424,,81,0.4,0.1742250197,0.06848990296,0.2602388956
82,0.4,0.1729078034,0.06819044894,0.2589281644,,82,0.4,0.1718988151,0.06813475431,0.2577345445
83,0.4,0.173308347,0.06831328231,0.2593588441,,83,0.4,0.1754777674,0.06856276375,0.2619661922
84,0.4,0.1727666595,0.0680966073,0.2590044584,,84,0.4,0.1731797916,0.06822592566,0.2594618411
85,0.4,0.1744439835,0.06837584341,0.2609465227,,85,0.4,0.1759797821,0.06850897647,0.2628180149
86,0.4,0.173040555,0.06807181174,0.2594908328,,86,0.4,0.1742624037,0.06828810529,0.2608931168
87,0.4,0.175509048,0.06843611568,0.2623690246,,87,0.4,0.1755246883,0.06836096607,0.2624941468
88,0.4,0.1745576616,0.06823660682,0.2614195456,,88,0.4,0.1753465417,0.06834761462,0.2623835205
89,0.4,0.1772016308,0.06859289989,0.264564385,,89,0.4,0.1757852323,0.06828200176,0.2630583411
90,0.4,0.1749269246,0.06823241065,0.2620344754,,90,0.4,0.176063324,0.06838309134,0.2633772501
91,0.4,0.1781823904,0.06864821305,0.2658659609,,91,0.4,0.1754972224,0.06819807834,0.2628149632
92,0.4,0.176,0.06833655199,0.263326896,,92,0.4,0.1771592876,0.06848418091,0.2647188804
93,0.4,0.1786001001,0.0686169325,0.2664881387,,93,0.4,0.1758119352,0.0682152445,0.2632795937
94,0.4,0.1770025034,0.06840941277,0.2646147391,,94,0.4,0.1783891472,0.06858336314,0.2662943519
95,0.4,0.1784978662,0.06849562501,0.2665590921,,95,0.4,0.1765378728,0.06826140238,0.2642679827
96,0.4,0.1778322008,0.0684422192,0.2657404573,,96,0.4,0.1797521398,0.0686909377,0.2680182152
97,0.4,0.1781427175,0.06837126577,0.2663027442,,97,0.4,0.1775308395,0.06836630665,0.2655180602
98,0.4,0.1786729609,0.06851126529,0.2668162029,,98,0.4,0.1807016189,0.06875006557,0.2692061131
99,0.4,0.1778486041,0.06829039411,0.265992609,,99,0.4,0.1785543237,0.06846091124,0.2667097728
100,0.4,0.1799016761,0.06861769544,0.2682768519,,100,0.4,0.1819387264,0.06881911165,0.2707823475
101,0.4,0.1777513292,0.06821753332,0.2660456334,,101,0.4,0.1791745941,0.06850211001,0.2675882984
102,0.4,0.1805883222,0.06866766803,0.2692202275,,102,0.4,0.1803827099,0.06856276375,0.2690767947
103,0.4,0.1795823856,0.06848646973,0.2681654627,,103,0.4,0.1804002575,0.06859595165,0.2691118899
104,0.4,0.1823098968,0.06884047398,0.2713396753,,104,0.4,0.1804632001,0.06848494385,0.2693152135
105,0.4,0.179954319,0.06849181031,0.268677777,,105,0.4,0.1811281024,0.06864783158,0.2700308514
106,0.4,0.1830838996,0.06887022864,0.2723307346,,106,0.4,0.1802259257,0.06840674248,0.2690958682
107,0.4,0.1808530625,0.06856734139,0.269774885,,107,0.4,0.1819726772,0.06871230003,0.2710623465
108,0.4,0.1828275517,0.06876341702,0.2720869752,,108,0.4,0.1809846697,0.06850745059,0.2699717235
109,0.4,0.1818639582,0.0686501204,0.2709910116,,109,0.4,0.1835870586,0.06889235391,0.272994874
110,0.4,0.1844728322,0.06888052834,0.274129366,,110,0.4,0.180112629,0.06832587082,0.2690313998
111,0.4,0.1820241757,0.06866003862,0.2711493217,,111,0.4,0.1842878192,0.0689472856,0.2737986315
112,0.4,0.1824312043,0.0685799299,0.2717180936,,112,0.4,0.1821519681,0.06861426221,0.2712904656
113,0.4,0.1832921822,0.06875960232,0.2726130224,,113,0.4,0.1851487972,0.06898352526,0.2748411892
114,0.4,0.1822431395,0.0685352979,0.271496078,,114,0.4,0.1831281501,0.06871992943,0.272413895
115,0.4,0.1841111985,0.06883818516,0.2735853897,,115,0.4,0.1845098348,0.06883818516,0.2741270772
116,0.4,0.1832044441,0.0686680495,0.2726073004,,116,0.4,0.1840391007,0.06878973845,0.2735251174
117,0.4,0.185457025,0.06897551439,0.2751795532,,117,0.4,0.1848623131,0.06881110078,0.2746264216
118,0.4,0.183263572,0.06866881244,0.2727003791,,118,0.4,0.1845792623,0.06884085545,0.2741453878
119,0.4,0.1865133157,0.06908194454,0.2764075054,,119,0.4,0.1842588275,0.06868903035,0.2739042987
120,0.4,0.1841188279,0.06876150967,0.2736334549,,120,0.4,0.185362039,0.06891943829,0.2750273466
121,0.4,0.187146556,0.06911398803,0.2771612903,,121,0.4,0.1841123429,0.06865469804,0.273727678
122,0.4,0.1849767542,0.06885268102,0.274639773,,122,0.4,0.186394297,0.06903616813,0.2762079966
123,0.4,0.1879655723,0.06914946475,0.2781130582,,123,0.4,0.1838476027,0.06859289989,0.2733969435
124,0.4,0.1854326109,0.06889273538,0.2751642944,,124,0.4,0.1872754929,0.06912810242,0.2773005269
125,0.4,0.1866384379,0.06893660444,0.2766550795,,125,0.4,0.185157571,0.06879927521,0.2748755215
126,0.4,0.1863435615,0.06896864793,0.276222111,,126,0.4,0.1883726009,0.06923415111,0.2785647188
127,0.4,0.1860559331,0.06882712252,0.2759634742,,127,0.4,0.1860456334,0.06890684977,0.2758799323
128,0.4,0.1871419784,0.06904761224,0.2771509906,,128,0.4,0.1896776101,0.06934973655,0.2801291276
129,0.4,0.1857278688,0.06872641442,0.2756338841,,129,0.4,0.1864988198,0.06893774885,0.2764139904
130,0.4,0.1877710226,0.06909987364,0.277892187,,130,0.4,0.188096798,0.06908156307,0.2783053191
131,0.4,0.1869249219,0.06893736738,0.2769194383,,131,0.4,0.1876607777,0.0690468493,0.277746084
132,0.4,0.1891584293,0.06925818373,0.2795115275,,132,0.4,0.1882406123,0.06904951959,0.2785376344
133,0.4,0.1870096083,0.06894957442,0.2770170946,,133,0.4,0.1881826288,0.06911017333,0.2783507141
134,0.4,0.1901086713,0.06936766564,0.2806315237,,134,0.4,0.1876691701,0.06895949264,0.277872732
135,0.4,0.1878766898,0.06906821162,0.2779764919,,135,0.4,0.1889680757,0.06920210762,0.2792357247
136,0.4,0.1905061631,0.06936652123,0.2811156093,,136,0.4,0.1875474811,0.06895453353,0.2777300622
137,0.4,0.1886526,0.06917845648,0.2788996495,,137,0.4,0.1899042033,0.06933905538,0.2803255847
138,0.4,0.1903642563,0.06931731159,0.2809485254,,138,0.4,0.187995327,0.06903502372,0.2781840116
139,0.4,0.1892568486,0.06924178051,0.2795717998,,139,0.4,0.1909974966,0.06946837375,0.2815665069
140,0.4,0.1898347758,0.06921545908,0.2803339771,,140,0.4,0.1886831176,0.06914221682,0.2789362707
141,0.4,0.1898073099,0.06930815631,0.2801829149,,141,0.4,0.1918435973,0.06956793744,0.2825384927
142,0.4,0.1892820256,0.06912848389,0.2796725079,,142,0.4,0.1895105262,0.06924712109,0.2798865126
143,0.4,0.1906328112,0.06940276089,0.2811648189,,143,0.4,0.1922075197,0.06956564862,0.2830187636
144,0.4,0.1892156498,0.06913420595,0.2795752331,,144,0.4,0.1902234938,0.06934973655,0.2806868369
145,0.4,0.1913320459,0.06949393224,0.2819491214,,145,0.4,0.1913572229,0.06943594879,0.2820090122
146,0.4,0.1903283981,0.06931654865,0.2807780082,,146,0.4,0.1910486136,0.06941992704,0.2816199127
147,0.4,0.1926702429,0.06965224233,0.2834986529,,147,0.4,0.1913766779,0.06938063562,0.2820540257
148,0.4,0.1904294876,0.06933180745,0.2808661278,,148,0.4,0.1914434351,0.06948973607,0.2820105381
149,0.4,0.1933668073,0.06975104308,0.2842402308,,149,0.4,0.1907449634,0.06932532246,0.2812254727
150,0.4,0.1911275779,0.06945769258,0.2815493408,,150,0.4,0.1921918795,0.06959807358,0.2827906444
151,0.4,0.1935399948,0.06973883604,0.2844237179,,151,0.4,0.1906114489,0.06933218892,0.2810126124
152,0.4,0.1917356412,0.06953322366,0.2822081396,,152,0.4,0.1929971628,0.06969534845,0.2836714589
153,0.4,0.1930536204,0.0696232506,0.2838240469,,153,0.4,0.1909955893,0.06938292445,0.2813654722
154,0.4,0.192165558,0.06955992657,0.2826559855,,154,0.4,0.1938630999,0.06978880862,0.2846304747
155,0.4,0.1922822879,0.06948019932,0.2829172925,,155,0.4,0.191470138,0.06946188875,0.2818899936
156,0.4,0.1926099707,0.06961791002,0.2831560928,,156,0.4,0.1944387383,0.0698425959,0.2853030065
157,0.4,0.1916322628,0.06939436855,0.2821425268,,157,0.4,0.1921033784,0.06955153423,0.2825945688
158,0.4,0.1931363994,0.06969000787,0.2837576711,,158,0.4,0.1943483299,0.06979491214,0.2852194645
159,0.4,0.1913980402,0.06939360561,0.2818541354,,159,0.4,0.1924795079,0.06961333238,0.2830374556
160,0.4,0.1935384689,0.06974608397,0.2842348902,,160,0.4,0.193262666,0.06964537587,0.2839651909
161,0.4,0.1922777102,0.06954466776,0.2828169659,,161,0.4,0.1929712229,0.06965834585,0.2836249195
162,0.4,0.1947629879,0.06990973464,0.2856894357,,162,0.4,0.1930047922,0.06956984479,0.2837504232
163,0.4,0.1922658847,0.0695633598,0.2828623608,,163,0.4,0.193250459,0.06971327754,0.2840105858
164,0.4,0.1951322509,0.06995512958,0.2862124312,,164,0.4,0.1923131869,0.0695110984,0.283013423
165,0.4,0.1928178719,0.06965910879,0.283529552,,165,0.4,0.193881792,0.06980750066,0.2847697113
166,0.4,0.1957292516,0.07000777245,0.2869761343,,166,0.4,0.1916414181,0.06942793792,0.2822684119
167,0.4,0.1928693703,0.06968619317,0.2836222492,,167,0.4,0.1944478936,0.06990782729,0.2854891639
168,0.4,0.1943067496,0.06980750066,0.2853937963,,168,0.4,0.1924474644,0.06961066209,0.2831560928
169,0.4,0.1935548721,0.0697788904,0.2844008297,,169,0.4,0.1953760103,0.07003180507,0.2865519395
170,0.4,0.1934740004,0.06968924493,0.2844519467,,170,0.4,0.1929906778,0.06970946284,0.2837771261
171,0.4,0.1940450612,0.06985175119,0.2849604463,,171,0.4,0.1958524664,0.07006880767,0.2871123191
172,0.4,0.192930787,0.06962401354,0.2837988699,,172,0.4,0.1936490952,0.06981017095,0.2845267148
173,0.4,0.1945833155,0.06992728226,0.2856154305,,173,0.4,0.1948900174,0.06993071549,0.2860537396
174,0.4,0.1934461531,0.06975752807,0.2843542903,,174,0.4,0.1942804282,0.06988799084,0.2852537968
175,0.4,0.195577808,0.07006041533,0.2867571704,,175,0.4,0.1951070739,0.06991202346,0.2863398422
176,0.4,0.1933275159,0.06974455809,0.2842364161,,176,0.4,0.1945283838,0.0699242305,0.2855563026
177,0.4,0.1960279427,0.07012183201,0.2872969506,,177,0.4,0.194315142,0.06982504828,0.2853915075
178,0.4,0.1943254417,0.06988951673,0.2853476385,,178,0.4,0.195144458,0.06999861717,0.2862547743
179,0.4,0.19851055,0.07043730777,0.2901663686,,179,0.4,0.1943559593,0.06971899959,0.2855189185
180,0.4,0.1932123119,0.06974036192,0.2840182152,,180,0.4,0.1956312138,0.07009436616,0.2867197864
181,0.4,0.1968049973,0.07017180459,0.2880984193,,181,0.4,0.1942518179,0.06982504828,0.285130582
182,0.4,0.1953981356,0.07002837184,0.2864397873,,182,0.4,0.1970006914,0.07024504685,0.2882811435
183,0.4,0.1964261975,0.07006499297,0.2876654507,,183,0.4,0.1948430966,0.06990973464,0.2857535226
184,0.4,0.1959707222,0.07007529266,0.2870417471,,184,0.4,0.1974863028,0.0702763274,0.2887934578
185,0.4,0.1958093603,0.06998450278,0.2868838185,,185,0.4,0.1959161719,0.07005278592,0.286928069
186,0.4,0.1967164962,0.07015616432,0.2878577117,,186,0.4,0.199683952,0.07053381971,0.2913409151
187,0.4,0.1953000978,0.0698273371,0.2863470901,,187,0.4,0.19536037,0.06997725485,0.2862223494
188,0.4,0.1970041246,0.07019927044,0.2880968934,,188,0.4,0.1973703359,0.07020003338,0.2885725866
189,0.4,0.1961873972,0.07006232268,0.2871676323,,189,0.4,0.1969034165,0.07016264931,0.2879462127
190,0.4,0.1983312591,0.0703541473,0.2895964523,,190,0.4,0.1975183463,0.07016760842,0.2887495887
191,0.4,0.1961816751,0.07005545621,0.2871088859,,191,0.4,0.1973085378,0.07021071454,0.288370026
192,0.4,0.199193763,0.07045676275,0.2905802637,,192,0.4,0.1966997115,0.07004134182,0.2877734068
193,0.4,0.1967744797,0.07014281287,0.2877287748,,193,0.4,0.1978437403,0.07028281239,0.2889216317
194,0.4,0.1995431896,0.07047164008,0.2909171018,,194,0.4,0.1965356794,0.07003714565,0.2874884486
195,0.4,0.1974821067,0.07023589157,0.2884699712,,195,0.4,0.1986394869,0.07037741697,0.2897734545
196,0.4,0.1989160527,0.07034537348,0.2901728536,,196,0.4,0.1972085926,0.07015082374,0.2882258303
197,0.4,0.1980478268,0.07029349355,0.2891562358,,197,0.4,0.2000776292,0.07057539995,0.2914664187
198,0.4,0.1997781751,0.07039153136,0.2912623322,,198,0.4,0.1960210762,0.06996771809,0.2868800038
199,0.4,0.1981145841,0.07030264883,0.2895502944,,199,0.4,0.2004079823,0.07057501848,0.2923411296
200,0.4,0.1979860287,0.07015692726,0.2895728012,,200,0.4,0.1980504971,0.0702583983,0.2895438095
201,0.4,0.1990415564,0.07039801636,0.2906206995,,201,0.4,0.2006322867,0.07056395584,0.2924391674
202,0.4,0.1976427056,0.07013632787,0.2889765634,,202,0.4,0.1985216127,0.07032897027,0.2898886584
203,0.4,0.1994771952,0.07046553656,0.2909602079,,203,0.4,0.1995779033,0.07043501895,0.2910582457
204,0.4,0.1985212312,0.07031600029,0.2897574327,,204,0.4,0.1992368691,0.07041861574,0.2905611902
205,0.4,0.200665856,0.070625754,0.2922335551,,205,0.4,0.1994817729,0.07038313902,0.2909144315
206,0.4,0.198472403,0.07031485588,0.289631929,,206,0.4,0.1994733805,0.07044913335,0.2907633693
207,0.4,0.2013826383,0.0706959445,0.2930155687,,207,0.4,0.1988233555,0.07028815297,0.2901186849
208,0.4,0.1988039005,0.07040373841,0.2900336171,,208,0.4,0.1990446082,0.0704880433,0.2904150871
209,0.4,0.1990568152,0.0705109315,0.2905630975,,209,0.4,0.1981042844,0.07040602723,0.2894705672
210,0.4,0.1986345278,0.07048842477,0.2900217915,,210,0.4,0.199492454,0.07060782491,0.2909907255
211,0.4,0.1993574136,0.07054335646,0.290907565,,211,0.4,0.1977785089,0.07038237608,0.2890444651
212,0.4,0.1985506044,0.07051169444,0.2898821734,,212,0.4,0.200755883,0.07082564433,0.2924281048
213,0.4,0.2005556112,0.07064635338,0.2923891949,,213,0.4,0.1959920845,0.07011420261,0.2869967337
214,0.4,0.198236273,0.0705033021,0.2894125837,,214,0.4,0.2006303793,0.07079741554,0.2921690866
215,0.4,0.1979902248,0.07036520993,0.2891867535,,215,0.4,0.198294638,0.07050063181,0.2894450087
216,0.4,0.1993818277,0.07064787926,0.2906546504,,216,0.4,0.2006948478,0.07077185704,0.2922274515
217,0.4,0.1977376916,0.0703617767,0.2888178719,,217,0.4,0.1987615574,0.07056471879,0.2899233722
218,0.4,0.1998708724,0.07070700713,0.2911784088,,218,0.4,0.1997465131,0.07062232077,0.2910712157
219,0.4,0.1988054264,0.07052542737,0.2899519825,,219,0.4,0.1994089121,0.07062232077,0.2906187922
220,0.4,0.2011659633,0.07086646163,0.2926207472,,220,0.4,0.1996095654,0.07056090408,0.2908755215
221,0.4,0.1987966526,0.07053000501,0.2898318194,,221,0.4,0.1998456953,0.07067763393,0.291028491
222,0.4,0.2017606752,0.07091681568,0.2932360585,,222,0.4,0.1990621558,0.07048461007,0.2901282216
223,0.4,0.1996255871,0.0706295687,0.290659228,,223,0.4,0.2006902701,0.07076499058,0.2918940467
224,0.4,0.2019170779,0.07088324631,0.2933741506,,224,0.4,0.1992162697,0.07051322032,0.2902243521
225,0.4,0.2003488544,0.07070624419,0.2914507784,,225,0.4,0.2016256348,0.07087866867,0.2929411821
226,0.4,0.2015512481,0.07079436378,0.2929243974,,226,0.4,0.199684715,0.07058951434,0.2906508357
227,0.4,0.2009000787,0.07075697971,0.2919909401,,227,0.4,0.2027433422,0.07099539852,0.2941527311
228,0.4,0.2009820947,0.07066428248,0.2922354624,,228,0.4,0.200449944,0.07067267482,0.2915087619
229,0.4,0.2015562072,0.07080618935,0.2927218368,,229,0.4,0.203420833,0.07101637937,0.2948862981
230,0.4,0.2005907064,0.07058341082,0.2916796605,,230,0.4,0.2012548459,0.07076232029,0.292317097
231,0.4,0.2022047064,0.07087866867,0.2933573659,,231,0.4,0.2026716258,0.07089163865,0.2939360561
232,0.4,0.2012376797,0.07071539947,0.2922942088,,232,0.4,0.2020204563,0.07084929547,0.2931353504
233,0.4,0.2033224138,0.07101828672,0.2946001955,,233,0.4,0.2029420881,0.07087485397,0.2942450468
234,0.4,0.2011049281,0.07069327421,0.2920710488,,234,0.4,0.202285578,0.07087599838,0.2933726248
235,0.4,0.204179577,0.07112547982,0.2955466228,,235,0.4,0.2022764228,0.0707813938,0.2934222159
236,0.4,0.2018198031,0.0708157261,0.2928336075,,236,0.4,0.2027975109,0.07096106621,0.2939448299
237,0.4,0.2046281859,0.07118155592,0.2960513077,,237,0.4,0.2017244355,0.07073294709,0.2927157333
238,0.4,0.2023729347,0.07090155687,0.2933707174,,238,0.4,0.2035596881,0.07106101137,0.2947211215
239,0.4,0.2045255704,0.07112013924,0.29590139,,239,0.4,0.2018182772,0.07076041294,0.2927622726
240,0.4,0.2029161481,0.07096030327,0.2939780178,,240,0.4,0.2043886227,0.07116973035,0.2956683118
241,0.4,0.2039102592,0.07101676084,0.2951765968,,241,0.4,0.202209284,0.07085234723,0.2931338245
242,0.4,0.2032960923,0.07101561643,0.2943705505,,242,0.4,0.2051141788,0.07126052023,0.2964930501
243,0.4,0.2030103712,0.07089202012,0.2941000882,,243,0.4,0.2027719524,0.07094428152,0.2937132775
244,0.4,0.203695873,0.07106482607,0.2948031376,,244,0.4,0.2048479126,0.07119910355,0.2961916887
245,0.4,0.2027799633,0.07090346423,0.2937853754,,245,0.4,0.2034776721,0.07103736023,0.2945204683
246,0.4,0.2044240994,0.07116820447,0.2956351239,,246,0.4,0.205761915,0.07129180078,0.2973040555
247,0.4,0.201814081,0.07077567174,0.2927161147,,247,0.4,0.2032411606,0.0710415564,0.2942351286
248,0.4,0.2048002289,0.07123648761,0.2960810624,,248,0.4,0.2039907494,0.07102820494,0.2951819374
249,0.4,0.2023706459,0.07088477219,0.2928381852,,249,0.4,0.2036146198,0.07106558901,0.294147772
250,0.4,0.2055284553,0.0713055337,0.296404549,,250,0.4,0.2031785995,0.07091109363,0.2938239039
251,0.4,0.2030660659,0.0709969244,0.2936102806,,251,0.4,0.2041830103,0.07113577951,0.2948386143
252,0.4,0.2053709081,0.07124983907,0.2962828601,,252,0.4,0.2029348401,0.07091261951,0.2935877739
253,0.4,0.2034612689,0.07105528932,0.294211859,,253,0.4,0.2044336361,0.07121436235,0.2953814462
