PackNum,O1,O2,T3,T4,,PackNum,O1,O2,T3,T4,,,,,,,,,,,,
51,0.3300605107,0.2591787903,0.1636899602,0.2757746465,,51,0.328895501,0.2585348688,0.1631143218,0.2751299621,,,,,,,,,,,,
52,0.3277453687,0.2578981952,0.1625402093,0.2744803185,,52,0.3265971437,0.2572172711,0.1619981403,0.2737810839,,,,,,,,,,,,
53,0.3254927878,0.2566092077,0.1614602675,0.2731558544,,53,0.3243819469,0.2560053406,0.1609246835,0.2725321508,,,,,,,,,,,,
54,0.3232833131,0.2553823999,0.1603986362,0.271884796,,54,0.3222262594,0.2547621296,0.1598775481,0.271246978,,,,,,,,,,,,
55,0.3211966717,0.2541899244,0.1593743891,0.270673247,,55,0.3201804354,0.2536154305,0.1588800038,0.2701033307,,,,,,,,,,,,
56,0.3191508476,0.2529905825,0.158392485,0.2694788642,,56,0.3181651289,0.2524244808,0.1579190807,0.2689081849,,,,,,,,,,,,
57,0.3171897098,0.2518717307,0.1574513983,0.2683520015,,57,0.3162383234,0.2513426317,0.1569692201,0.2678152731,,,,,,,,,,,,
58,0.3152590897,0.2507559307,0.1565251889,0.2672056839,,58,0.3143546241,0.2502562048,0.1560922204,0.2666868846,,,,,,,,,,,,
59,0.3134417662,0.249757242,0.155637508,0.2661722814,,59,0.3125369192,0.2492540829,0.1551953842,0.265667215,,,,,,,,,,,,
60,0.31162635,0.2487192619,0.1547799633,0.2651003505,,60,0.3107764347,0.2482634051,0.1543592018,0.2646311423,,,,,,,,,,,,
61,0.3099188899,0.247786186,0.1539407291,0.2641512529,,61,0.3090609637,0.2472933267,0.153526834,0.263645805,,,,,,,,,,,,
62,0.3082289774,0.2468225926,0.1531472713,0.2631521827,,62,0.3073897432,0.2463732208,0.1527608421,0.2626845004,,,,,,,,,,,,
63,0.3065901819,0.2459467372,0.1523530506,0.2622408507,,63,0.3057539995,0.2454542594,0.1519505996,0.2617373102,,,,,,,,,,,,
64,0.3049872446,0.2450293017,0.1515927807,0.2612970937,,64,0.3042250674,0.2446016737,0.1512105476,0.2608519181,,,,,,,,,,,,
65,0.3034647975,0.2441935007,0.150843192,0.2604284863,,65,0.3026728656,0.2437319219,0.1504888062,0.2599562263,,,,,,,,,,,,
66,0.3019495983,0.2433355745,0.1501275541,0.2595560642,,66,0.3012286198,0.2429426603,0.1497876642,0.2591459838,,,,,,,,,,,,
67,0.3004996305,0.2425386835,0.1494348044,0.258736285,,67,0.2997572897,0.242091219,0.1490987292,0.2582846244,68,Marker=0,0.2990649214,0.2417177598,0.1487718094,0.2579081134,68,Marker=0,0.2983912453,0.2413530744,0.1484403119,0.2575323654
69,0.2976977326,0.2409593973,0.1481038552,0.2571074077,,69,0.2970175715,0.2405813604,0.147775028,0.2567015235,,,,,,,,,,,,
70,0.296359917,0.2402338412,0.1474450564,0.2563463748,,70,0.2957362134,0.2399118804,0.1471414062,0.2560053406,,,,,,,,,,,,
71,0.2950629187,0.2395170589,0.1468602627,0.2555948788,,71,0.2944262451,0.2391542808,0.1465520349,0.2552328636,,,,,,,,,,,,
72,0.2937865198,0.2387976063,0.1462365591,0.2548849629,,72,0.2931689197,0.2384691605,0.1459210834,0.2545450731,,,,,,,,,,,,
73,0.2925303388,0.2380892163,0.1456227738,0.2541414777,,73,0.2919508857,0.2377786997,0.1453328565,0.2538229502,,,,,,,,,,,,
74,0.2913718141,0.2374613165,0.1450555277,0.2535048041,,74,0.2907771023,0.2371385929,0.1447728584,0.2531801731,,,,,,,,,,,,
75,0.2901720907,0.2367903107,0.1445153661,0.2528097656,,75,0.2896159073,0.2365034452,0.1442399447,0.2525202298,,,,,,,,,,,,
76,0.289058198,0.2361917841,0.1439694824,0.2522158167,,76,0.2884940038,0.2358751639,0.1436883389,0.2518690604,,,,,,,,,,,,
77,0.2879351501,0.2355718952,0.1434117731,0.2515440479,,77,0.2873846887,0.2352827409,0.1431573326,0.2512556565,,,,,,,,,,,,
78,0.2868681782,0.2350107527,0.1429040364,0.2509897718,,78,0.2863112319,0.2346865031,0.1426556994,0.2506384379,,,,,,,,,,,,
79,0.2858046396,0.2344103188,0.1424020218,0.2503485206,,79,0.2852835515,0.2341471044,0.1421456739,0.2500723363,,,,,,,,,,,,
80,0.2847819183,0.2338915194,0.1418977183,0.2497976778,,80,0.2842532008,0.2335764251,0.1416669289,0.2494650359,,,,,,,,,,,,
81,0.2837752187,0.233336099,0.1414163031,0.2492128842,,81,0.2832873185,0.2330797511,0.1411786472,0.2489599695,,,,,,,,,,,,
82,0.282796748,0.2328165367,0.1409581575,0.2486883628,,82,0.282299311,0.2325289083,0.1407430084,0.2483801349,,,,,,,,,,,,
83,0.2818247622,0.2322721789,0.140518704,0.2481321794,,83,0.2813647092,0.2320139237,0.1403031734,0.2478922347,,,,,,,,,,,,
84,0.2808867272,0.2317259137,0.1400784875,0.2475920177,,84,0.2804419331,0.2314718547,0.1398415945,0.2473196481,,,,,,,,,,,,
85,0.2800143051,0.2312544167,0.1396428486,0.2470953437,,85,0.2795782848,0.2310278235,0.1394456286,0.2468847722,,,,,,,,,,,,
86,0.2790846625,0.2307264621,0.1392449753,0.246574637,,86,0.278657416,0.2305090242,0.1390481368,0.2463423217,,,,,,,,,,,,
87,0.2782316954,0.2302908233,0.1388188732,0.2461126767,,87,0.2778193262,0.2300844479,0.1386159311,0.2458914241,,,,,,,,,,,,
88,0.2773634695,0.2298086451,0.1384248146,0.2455904442,,88,0.2769720812,0.2295961662,0.1382264502,0.245376058,,,,,,,,,,,,
89,0.2765494123,0.2293871206,0.1380196934,0.2451677753,,89,0.2761465799,0.2291609089,0.1378331545,0.2449320268,,,,,,,,,,,,
90,0.2757471807,0.2289339341,0.1376332642,0.2446897933,,90,0.2753496889,0.2287332809,0.1374463438,0.2444658703,,,,,,,,,,,,
91,0.2749865293,0.2285581861,0.1372647641,0.2442690318,,91,0.2745917078,0.2283323558,0.1370801326,0.2440416756,,,,,,,,,,,,
92,0.2741987936,0.228106907,0.1368935937,0.2438070715,,92,0.2737963427,0.2279188422,0.1367055289,0.2436125218,,,,,,,,,,,,
93,0.2734358534,0.2277529027,0.1365235677,0.2434416232,,93,0.2730456095,0.2275179172,0.1363496173,0.2431951935,,,,,,,,,,,,
94,0.2727118232,0.2273470186,0.1361802446,0.2430132322,,94,0.2723547672,0.2271662017,0.1360070572,0.2428156307,,,,,,,,,,,,
95,0.2719996185,0.2269972105,0.1358281477,0.2426390101,,95,0.2716070858,0.2267584102,0.1356644971,0.2423956322,,,,,,,,,,,,
96,0.2712694848,0.2265917078,0.1354855876,0.2422327444,,96,0.2709269246,0.226404406,0.1352971414,0.2420584126,,,,,,,,,,,,
97,0.2705832201,0.2262060415,0.1351464607,0.241855852,,97,0.2702261641,0.2259802112,0.1350026464,0.2416265885,,,,,,,,,,,,
98,0.2699030589,0.2258051165,0.1348378514,0.2414659896,,98,0.2695791908,0.2256273514,0.1346848819,0.2412947095,,,,,,,,,,,,
99,0.2692206089,0.2254255537,0.1345166536,0.2410837565,,99,0.2689032258,0.2252603772,0.1343587249,0.2409071359,,,,,,,,,,,,
100,0.26858775,0.2250959636,0.1341954557,0.2407347114,,100,0.2682734187,0.2249395608,0.1340371457,0.2405828863,,,,,,,,,,,,
101,0.2679186515,0.224727082,0.1338750209,0.2403646854,,101,0.2676336933,0.2245855566,0.1337422693,0.2402262118,,,,,,,,,,,,
102,0.2673201249,0.2244230503,0.1335942589,0.2400652314,,102,0.2669996901,0.2242666476,0.1334531149,0.2399065398,,,,,,,,,,,,
103,0.2666704814,0.2240682831,0.1332795461,0.2396871945,,103,0.26639506,0.2239507904,0.1331090289,0.2395574947,,,,,,,,,,,,
104,0.2661188756,0.2238317717,0.1329831438,0.239406814,,104,0.2658163698,0.2236780392,0.1327912643,0.2392328636,,,,,,,,,,,,
105,0.2655005126,0.2235185847,0.1326031996,0.2390707389,,105,0.2652041103,0.223375152,0.1324117016,0.2389135732,,,,,,,,,,,,
106,0.2649454736,0.2232561333,0.1322438548,0.2387937916,,106,0.264634194,0.2230753165,0.1320885964,0.2385992418,,,,,,,,,,,,
107,0.2643557209,0.2229372243,0.1319459266,0.2384485611,,107,0.2640844956,0.2228185871,0.1317979162,0.2383123763,,,,,,,,,,,,
108,0.2638098372,0.222704909,0.1316525761,0.2381857283,,108,0.2634909282,0.2225179887,0.1315297427,0.2379774456,,,,,,,,,,,,
109,0.26324488,0.2224012589,0.1314263644,0.2378530863,,109,0.2629816656,0.2222742293,0.1313641847,0.2377169015,,,,,,,,,,,,
110,0.26273371,0.2221601698,0.131258899,0.2375841499,,110,0.2624479889,0.2220087261,0.1311600982,0.2374033331,,,,,,,,,,,,
111,0.2621977446,0.2219011516,0.1310277281,0.2372892735,,111,0.2619356746,0.2217832773,0.1308541592,0.2371614811,,,,,,,,,,,,
112,0.2616480462,0.221653196,0.1307149226,0.2370054598,,112,0.2613852133,0.2215177741,0.1306149775,0.236855542,,,,,,,,,,,,
113,0.2611261951,0.221404859,0.1304898553,0.236741864,,113,0.2608679398,0.2212927068,0.1303620628,0.236620175,,,,,,,,,,,,
114,0.2605936628,0.2211378299,0.1302514365,0.2364363064,,114,0.260362492,0.2210214815,0.1301324178,0.2363027919,,,,,,,,,,,,
115,0.2601271249,0.2209207734,0.1300225544,0.2362070429,,115,0.259903202,0.2208265503,0.1299260425,0.2361116754,,,,,,,,,,,,
116,0.2596426579,0.2206682402,0.1298058794,0.2359274253,,116,0.259437427,0.2205812651,0.1297120378,0.2358270987,,,,,,,,,,,,
117,0.259227237,0.2205034452,0.1296323105,0.2357286794,,117,0.259003314,0.2204061703,0.1295327468,0.2356172901,,,,,,,,,,,,
118,0.2587027156,0.2202238276,0.1294019026,0.2354311327,,118,0.2584593377,0.2201212121,0.1292619031,0.2353231767,,,,,,,,,,,,
119,0.2582213003,0.2200079155,0.1291466991,0.2351980545,,119,0.2579680042,0.2198774527,0.1290604869,0.2350488997,,,,,,,,,,,,
120,0.2577246263,0.2197450826,0.1289147653,0.234904704,,120,0.2574995589,0.2196462819,0.1287858284,0.2347986553,,,,,,,,,,,,
121,0.2572767804,0.2195551105,0.1286599433,0.2346983287,,121,0.2570150919,0.2194101519,0.1285386358,0.234528193,,,,,,,,,,,,
122,0.2568079537,0.2193109696,0.1284302983,0.2344187111,,122,0.2565947119,0.2192102615,0.1283215793,0.2343096107,,,,,,,,,,,,
123,0.2563997807,0.2191419784,0.1282315523,0.2342184393,,123,0.2561781465,0.2190107527,0.1281434328,0.2340666142,,,,,,,,,,,,
124,0.2560076294,0.2189455213,0.128044632,0.2340051975,,124,0.2558207091,0.2188757123,0.1279691009,0.2339315738,,,,,,,,,,,,
125,0.2556257778,0.2187887371,0.1278905181,0.2338438357,,125,0.2554140619,0.2186731517,0.1278107908,0.2337137544,,,,,,,,,,,,
126,0.2552267601,0.2185976206,0.1277158048,0.2336481415,,126,0.2550200033,0.2185075936,0.1276261593,0.2335729919,,,,,,,,,,,,
127,0.2548052357,0.21838209,0.1275273586,0.233438333,,127,0.2546137377,0.2182710822,0.1274312281,0.2333265622,,,,,,,,,,,,
128,0.2544275803,0.2181764776,0.1273366235,0.2332617123,,128,0.2542460005,0.218094843,0.1272744439,0.2331953365,,,,,,,,,,,,
129,0.2540236035,0.2179559879,0.1272076866,0.2330637293,,129,0.2538530863,0.217859476,0.1271210929,0.232979043,,,,,,,,,,,,
130,0.2536814248,0.2177641084,0.1270272513,0.2328966454,,130,0.2535189185,0.217698877,0.126947524,0.232819207,,,,,,,,,,,,
131,0.2533075841,0.2175443817,0.1268662709,0.2326834037,,131,0.2531462223,0.2174638915,0.1267770069,0.2326200796,,,,,,,,,,,,
132,0.2529501466,0.2173715757,0.1266762988,0.232538445,,132,0.2527441528,0.2172704861,0.126591231,0.2324381184,,,,,,,,,,,,
133,0.252556851,0.2171644375,0.1265038743,0.232322533,,133,0.2523893856,0.2170953914,0.1264115585,0.2322550128,,,,,,,,,,,,
134,0.2522261164,0.2170206232,0.1263406051,0.2321817705,,134,0.2520407219,0.2169191522,0.1262730849,0.232079155,,,,,,,,,,,,
135,0.2518759269,0.2168214958,0.1261925947,0.2319853134,,135,0.2517115132,0.2167219321,0.1261143933,0.2319059676,,,,,,,,,,,,
136,0.2515474811,0.2166265646,0.1260480175,0.2318395918,,136,0.2513559831,0.2165018239,0.1259667644,0.2317148511,,,,,,,,,,,,
137,0.2511999619,0.2164384999,0.1259003886,0.2316290203,,137,0.2510405074,0.2163900532,0.1258172281,0.2315645519,,,,,,,,,,,,
138,0.2508844861,0.2163507617,0.1257329233,0.2315111461,,138,0.2506948955,0.2162275469,0.1256669289,0.2313520731,,,,,,,,,,,,
139,0.2505564218,0.2161844408,0.125602079,0.2313024819,,139,0.2504160408,0.2161272203,0.1255242591,0.231244117,,,,,,,,,,,,
140,0.2502439978,0.2160570298,0.1254388098,0.2311704933,,140,0.2500429631,0.2159174117,0.1253758672,0.2309995947,,,,,,,,,,,,
141,0.2499117374,0.2158769759,0.1253030065,0.2309751806,,141,0.2497591493,0.2158014448,0.1252446415,0.2309137639,,,,,,,,,,,,
142,0.2495977875,0.2157205732,0.1251775028,0.2308069523,,142,0.2494444365,0.2156572491,0.1250973941,0.2307222659,,,,,,,,,,,,
143,0.2492842191,0.2155832439,0.1250157595,0.2306341463,,143,0.2491560451,0.2155531078,0.1249459505,0.2305815035,,,,,,,,,,,,
144,0.2489580621,0.2154386668,0.1248807191,0.2304399781,,144,0.2488123406,0.2153791574,0.1248204468,0.230377417,,,,,,,,,,,,
145,0.2486769187,0.2153288034,0.124741864,0.2303373626,,145,0.2485346303,0.2152654793,0.1246579405,0.2302858641,,,,,,,,,,,,
146,0.24837365,0.2151243354,0.1245927092,0.230167227,,146,0.2482477648,0.2150709296,0.1245084043,0.230122595,,,,,,,,,,,,
147,0.2481043321,0.21500875,0.1244385952,0.2300772,,147,0.2479509811,0.2149137639,0.1243893856,0.2300077725,,,,,,,,,,,,
148,0.2478033522,0.2148389958,0.1243283504,0.2299314784,,148,0.2476770856,0.2147974155,0.1242703669,0.2298895167,,,,,,,,,,,,
149,0.2475527263,0.2147710941,0.1242093317,0.2298666285,,149,0.2473982309,0.2146928927,0.1241452447,0.2297746942,,,,,,,,,,,,
150,0.2472597573,0.2146360537,0.1241021386,0.2297151849,,150,0.2471235725,0.2146047731,0.1240678063,0.2296888635,,,,,,,,,,,,
151,0.247002265,0.2145845552,0.1240037193,0.2296545311,,151,0.2468386143,0.2144888062,0.1239423026,0.2295439048,,,,,,,,,,,,
152,0.2467192142,0.2144453186,0.1238927115,0.2295076652,,152,0.2466017214,0.2144201416,0.1238320578,0.2294668479,,,,,,,,,,,,
153,0.2464758363,0.2144045013,0.1237683523,0.2294321341,,153,0.2463350738,0.2143304961,0.1237256276,0.2293318075,,,,,,,,,,,,
154,0.2462061369,0.2143118041,0.1236470448,0.2292917531,,154,0.2460566006,0.2142820494,0.1235715137,0.2292497914,,,,,,,,,,,,
155,0.2459101161,0.2142198698,0.1235188708,0.2291815082,,155,0.2457796533,0.2141603605,0.1234627947,0.2291036883,,,,,,,,,,,,
156,0.2456911523,0.2141397611,0.1234032854,0.2290682116,,156,0.2455831962,0.2141183988,0.123376201,0.2290403643,,,,,,,,,,,,
157,0.24542069,0.2140215054,0.1233723863,0.2289472856,,157,0.2452856496,0.2139597072,0.1233681902,0.2289026536,,,,,,,,,,,,
158,0.2451796009,0.2139402522,0.123376201,0.2288690842,,158,0.2450853778,0.2139143123,0.1233937487,0.2288561143,,,,,,,,,,,,
159,0.2449324083,0.2138109339,0.1234120592,0.2287527359,,159,0.2448267411,0.2137853754,0.1234212145,0.2287157333,,,,,,,,,,,,
160,0.2447199294,0.2137399804,0.123383449,0.2286840712,,160,0.2445959516,0.2136789452,0.123332332,0.2286409651,,,,,,,,,,,,
161,0.2444460339,0.2135889183,0.123299907,0.2285463605,,161,0.2443472331,0.2135812889,0.1232396347,0.228527287,,,,,,,,,,,,
162,0.2442442362,0.213573278,0.1231839401,0.2284872327,,162,0.2441107217,0.2135332237,0.1231377822,0.2284147534,,,,,,,,,,,,
163,0.2439894142,0.2134943137,0.1230694991,0.2283769878,,163,0.2438745917,0.2134756217,0.1229802351,0.228342274,,,,,,,,,,,,
164,0.2437860906,0.2134927878,0.1229108075,0.2283174785,,164,0.2436365544,0.2134161123,0.1228509167,0.2282171518,,,,,,,,,,,,
165,0.2435251651,0.2133928427,0.1227814892,0.2281690866,,165,0.2434187349,0.2133718618,0.1227032878,0.2281183511,,,,,,,,,,,,
166,0.2433042939,0.2133531698,0.122617457,0.2281072885,,166,0.2431524688,0.2132703908,0.1225568033,0.2279958992,,,,,,,,,,,,
167,0.2430597716,0.2132570393,0.1224969125,0.2279669075,,167,0.2429636411,0.2132166035,0.1224091744,0.2279226569,,,,,,,,,,,,
168,0.2428736142,0.2131837971,0.1223481391,0.2278826026,,168,0.2427618435,0.2131090289,0.122305796,0.2277960089,,,,,,,,,,,,
169,0.2426813533,0.2130895739,0.1222466681,0.2277761724,,169,0.2425817896,0.2130663043,0.1221917364,0.2277483251,,,,,,,,,,,,
170,0.2424578118,0.2130033617,0.1221425268,0.227680042,,170,0.2423475669,0.2129457597,0.1220990392,0.2276163365,,,,,,,,,,,,
171,0.2422563956,0.2129060868,0.1220483037,0.2275839115,,171,0.2421663686,0.2128671769,0.1219849796,0.2275541568,,,,,,,,,,,,
172,0.2420160694,0.2127779129,0.1219189853,0.2274648928,,172,0.2419271869,0.2127405288,0.1218732089,0.2274286532,,,,,,,,,,,,
173,0.2418249529,0.2127119186,0.1218125551,0.2273779177,,173,0.241721956,0.2126894118,0.1217648714,0.2273374818,,,,,,,,,,,,
174,0.2416044632,0.2126093031,0.1217225282,0.2272516511,,174,0.2415388503,0.2125959516,0.1216870515,0.2272489808,,,,,,,,,,,,
175,0.2414221205,0.2125414014,0.1216237274,0.2272093079,,175,0.2413172162,0.2124860883,0.1215691772,0.2271559021,,,,,,,,,,,,
176,0.2412092602,0.2123735546,0.1215329376,0.2270597716,,176,0.241135255,0.212311375,0.1214825835,0.2270437499,,,,,,,,,,,,
177,0.2410482798,0.2122900126,0.1214246001,0.2270361204,,177,0.2409422311,0.2122362254,0.1213845457,0.2269682188,,,,,,,,,,,,
178,0.2408468636,0.2121809122,0.1213414396,0.226907565,,178,0.2407499702,0.2121423837,0.1212884152,0.2268610257,,,,,,,,,,,,
179,0.2406683356,0.2121297952,0.1212353909,0.2268198269,,179,0.2405325322,0.2120325203,0.1211850368,0.2266966121,,,,,,,,,,,,
180,0.2404383091,0.2119848366,0.1211224757,0.2266500727,,180,0.2403574375,0.2119421119,0.1210808955,0.2266294733,,,,,,,,,,,,
181,0.2402681735,0.2118776435,0.1210160456,0.2265936151,,181,0.2401518251,0.211762821,0.1209828577,0.2264807,,,,,,,,,,,,
182,0.2400823975,0.211736881,0.1209458551,0.226449038,,182,0.2400030518,0.2116937749,0.1208985528,0.2263933433,,,,,,,,,,,,
183,0.2398962401,0.2116651646,0.1208478173,0.2263220084,,183,0.2397829435,0.2116056553,0.1208153923,0.2262205374,,,,,,,,,,,,
184,0.2396944425,0.2115987888,0.1207589347,0.2261968863,,184,0.2396212002,0.2115869633,0.1207066733,0.2261602651,,,,,,,,,,,,
185,0.2395140071,0.2115335574,0.1206635672,0.2260881673,,185,0.2394136805,0.211456882,0.1206387717,0.226014925,,,,,,,,,,,,
186,0.2393263238,0.2113996614,0.1206135946,0.2259561786,,186,0.2392458336,0.2113748659,0.1205670553,0.2259355792,,,,,,,,,,,,
187,0.239132537,0.2112806428,0.1205235677,0.2258375414,,187,0.239075698,0.2112577546,0.1204941945,0.2258173235,,,,,,,,,,,,
188,0.2389845266,0.2112554658,0.1204594807,0.2257780321,,188,0.2389009847,0.2112451661,0.120418282,0.2257456071,,,,,,,,,,,,
189,0.2388052357,0.2111822235,0.1203820423,0.2256506211,,189,0.2387388599,0.2111845123,0.1203450397,0.2256220108,,,,,,,,,,,,
190,0.2386690509,0.2111860382,0.1203118518,0.2255804306,,190,0.2385843645,0.2111703979,0.1202859118,0.2255457168,,,,,,,,,,,,
191,0.2385004411,0.2111429321,0.1202523425,0.2255090957,,191,0.2384222397,0.2111517059,0.1202161028,0.2254991775,,,,,,,,,,,,
192,0.238322676,0.2111234771,0.1201676561,0.2254930739,,192,0.2382032759,0.2110658751,0.1201012803,0.2254389052,,,,,,,,,,,,
193,0.2381300336,0.2110406981,0.1200581742,0.2254022841,,193,0.2380617505,0.2110155211,0.1200307083,0.2253877882,,,,,,,,,,,,
194,0.2379854565,0.2109987364,0.1199994278,0.22537787,,194,0.2378610972,0.2109415159,0.1199769211,0.2253134015,,,,,,,,,,,,
195,0.2378019693,0.2109499082,0.1199807358,0.2253061536,,195,0.2377184274,0.2109422788,0.1199704361,0.2252825024,,,,,,,,,,,,
196,0.2376394631,0.2109422788,0.1199639511,0.2252729657,,196,0.2375463844,0.210907565,0.1199956131,0.2252081158,,,,,,,,,,,,
